,time,daily_seasonal_noise,weekly_seasonal_noise,yearly_seasonal_noise,daily_weekly_seasonal_noise,daily_weekly_seasonal_noise_trend,random_walk
0,2024-01-01 00:00:00,3.755153991528749,0.9790162733444712,-3.0384316371695896,-5.5976965492906725,2.60488113832797,-0.4674128497163043
1,2024-01-01 01:00:00,8.679930763597298,0.9321798358510343,-4.171128714932874,5.896193983227124,5.615034074160672,0.8761289772128624
2,2024-01-01 02:00:00,8.292035352759594,-3.988342054366714,8.670960921220152,14.105755569804664,6.62845810694569,2.257794754752042
3,2024-01-01 03:00:00,19.551290728013953,10.911332930832986,-2.4948299964776326,9.237031538872166,17.091428971542296,1.0219892794386412
4,2024-01-01 04:00:00,10.366526759091789,-3.6011599249920123,4.846641213738041,15.013098967386535,33.49435414488948,-0.47278469369960785
5,2024-01-01 05:00:00,22.145972166954497,5.695193341679144,3.824616082004573,23.388353281471673,19.330745961995607,0.8461176356304472
6,2024-01-01 06:00:00,17.551216915874818,-0.3695299252674289,-3.221192763399257,12.20896247121859,34.28388913104399,0.5627520996289948
7,2024-01-01 07:00:00,20.045224340558402,1.8233357437963345,5.515901496614674,29.577124058258477,44.71436386036048,1.5494199064629228
8,2024-01-01 08:00:00,24.619419435232246,7.969124531992836,4.569500890197967,22.744568452174768,28.29158514463812,1.3587770459967254
9,2024-01-01 09:00:00,13.736629303743852,14.065348563223758,1.6631151907620036,14.709178315258127,20.936248579847565,1.6262965730794028
10,2024-01-01 10:00:00,13.476012118240622,5.86233716060859,-12.213731668189899,21.746500654984004,20.387379787767284,3.331985845055756
11,2024-01-01 11:00:00,-3.4210866982021546,7.077405999295392,-1.3376948158534827,17.27833995157747,20.178556985520352,3.666823735703931
12,2024-01-01 12:00:00,1.6570463982818877,9.625310053131846,-4.411423564624355,6.528014101894545,23.387019963394362,3.994342938138965
13,2024-01-01 13:00:00,-0.04305774018122577,10.830368690537334,6.77347940948324,4.287178110129199,11.805022485778778,4.021152292629369
14,2024-01-01 14:00:00,-6.4618196432284645,10.289821090354849,-2.227871877938786,-2.461039860168637,17.796016362634816,4.936282964291289
15,2024-01-01 15:00:00,-21.650088665993366,18.508934462622552,2.7874579310902576,-1.3450464907132464,15.34348033523568,4.588321790180856
16,2024-01-01 16:00:00,-21.358979433252276,3.8496204858661995,-0.06524971065422075,-7.416943987282823,5.00911273950767,4.285265841812453
17,2024-01-01 17:00:00,-16.738516183371104,20.337070851791836,-4.670308122325462,-2.7206741217729054,12.69614380477326,4.29157151691334
18,2024-01-01 18:00:00,-28.7589475315372,14.258383370438263,-2.612962160420933,-7.868016248300202,9.485603121742798,5.552376544531028
19,2024-01-01 19:00:00,-17.280730344368312,11.60496935965268,0.20637149258075888,-9.66286669669017,19.802898993319673,3.682096275228961
20,2024-01-01 20:00:00,-20.668491013626966,7.287484281883096,-1.037569617542054,-2.796205975634811,11.809048795341354,4.04840058234182
21,2024-01-01 21:00:00,-11.064709479243248,21.924317323159865,2.25738725097985,0.09782674598838494,26.775084345330754,4.038529464274871
22,2024-01-01 22:00:00,-11.964527779851586,9.840789053318286,6.8391304575447815,8.186771346674663,21.808952707484142,3.1067337139255584
23,2024-01-01 23:00:00,-9.504243232636728,15.598382044618004,3.6837450079463796,0.39778200852485135,35.47576165336919,2.3079699392412767
24,2024-01-02 00:00:00,-1.8238803367792735,20.96998003732904,-1.0149056298675205,18.81879249073096,38.78017447065603,3.2784741076892354
25,2024-01-02 01:00:00,5.569477751337931,17.954306160534546,-1.1704738129694046,15.797036836605873,56.29478661223914,3.504338249382259
26,2024-01-02 02:00:00,10.737372065938478,17.469558745296116,-7.382225194436159,29.11850592379963,45.63848300423985,3.364302569117866
